Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2024-01-23 15:54:02.606 -0500,"Success",0:00:00,0,0,0,"20240123_155402.606/LogFile.txt","","",1
2024-01-23 15:54:54.597 -0500,"Success",0:00:00,0,0,0,"20240123_155454.597/LogFile.txt","","",1
2024-01-23 15:57:24.897 -0500,"Success",0:00:00,0,0,0,"20240123_155724.897/LogFile.txt","","",1
2024-01-23 15:57:35.497 -0500,"Success",0:00:00,0,0,0,"20240123_155735.497/LogFile.txt","","",1
2024-01-23 15:59:47.429 -0500,"Success",0:00:05,0,0,0,"20240123_155947.429/LogFile.txt","","",1
2024-01-23 16:00:00.362 -0500,"Aborted",0:00:12,1,0,0,"20240123_160000.362/LogFile.txt","","",0
2024-01-23 16:01:05.359 -0500,"Success",0:00:07,0,0,0,"20240123_160105.359/LogFile.txt","","",1
2024-01-23 16:08:22.277 -0500,"Success",0:02:38,0,0,0,"20240123_160822.277/LogFile.txt","","",1
